date_match,ligue_name,home_team,away_team,chance_home,chance_draw,chance_away,tips,home_odds,draw_odds,away_odds,final_result,goal_result_home,goal_result_away,value_home,value_draw,value_away
14-06 19:45,uefa nations league,bosnia and herzegovina,finland,48.0,30.0,22.0,1X,2.05,3.3,3.9,3:2,3,2,0.984,0.99,4.84
14-06 19:45,uefa nations league,romania,montenegro,44.0,36.0,20.0,1X,1.91,3.25,4.5,0:3,0,3,0.8404,1.17,4.0
14-06 19:45,uefa nations league,luxembourg,faroe islands,63.0,29.0,9.0,1,1.47,4.2,7.6,2:2,2,2,0.9261,1.218,0.81
14-06 19:45,uefa nations league,liechtenstein,latvia,18.0,13.0,69.0,2,9.2,4.9,1.36,0:2,0,2,1.656,0.637,47.61
14-06 19:45,uefa nations league,turkey,lithuania,88.0,8.0,4.0,1,1.06,12.0,40.0,2:0,2,0,0.9328,0.96,0.16
14-06 19:45,uefa nations league,poland,belgium,36.0,35.0,29.0,1X,3.3,3.45,2.18,0:1,0,1,1.188,1.2075,8.41
14-06 19:45,uefa nations league,ukraine,ireland,51.0,30.0,19.0,1X,1.84,3.35,4.9,1:1,1,1,0.9384,1.005,3.61
14-06 20:00,international concacaf nations league,french guiana,belize,80.0,11.0,8.0,1,1.19,5.2,12.0,1:0,1,0,0.952,0.572,0.64
14-06 20:15,"international afc asian cup, qualifiers",indonesia,nepal,85.0,9.0,7.0,1,1.09,6.8,23.0,7:0,7,0,0.9265,0.612,0.49
14-06 20:15,"iceland urvalsdeild, women",keflavik if,stjarnan,39.0,10.0,51.0,12,11.0,6.0,1.14,1:0,1,0,4.29,0.6,26.01
14-06 21:00,international concacaf nations league,bonaire,"virgin islands, u.s.",38.0,22.0,39.0,12,1.56,3.8,4.6,2:0,2,0,0.5928,0.836,15.21
14-06 21:15,"iceland urvalsdeild, women",throttur reykjavik,breidablik,34.0,20.0,46.0,12,6.6,5.2,1.28,0:3,0,3,2.244,1.04,21.16
14-06 21:30,international concacaf nations league,turks and caicos islands,sint maarten,23.0,9.0,69.0,2,9.6,6.8,1.15,2:0,2,0,2.208,0.612,47.61
