date_match,ligue_name,home_team,away_team,chance_home,chance_draw,chance_away,tips,home_odds,draw_odds,away_odds,final_result,goal_result_home,goal_result_away,value_home,value_draw,value_away
11-06 15:00,norway 3 divisjon,orkla,kolstad,44.0,11.0,45.0,12,5.6,5.2,1.32,3:3,3,3,2.464,0.572,20.25
11-06 15:00,"sweden division 1, södra",ljungskile sk,ängelholms ff,67.0,17.0,16.0,1,1.79,3.45,3.8,4:0,4,0,1.1993,0.5865,2.56
11-06 15:00,"sweden division 1, södra",ifk malmö fk,gais,33.0,11.0,56.0,2,7.8,5.2,1.26,1:2,1,2,2.574,0.572,31.36
11-06 15:00,"sweden division 1, norra",team tg ff,hammarby talang ff,43.0,13.0,44.0,12,6.0,4.7,1.38,0:1,0,1,2.58,0.611,19.36
11-06 15:00,iceland 3. deild,sindri,ellidi,65.0,17.0,19.0,1,1.85,3.6,3.2,4:2,4,2,1.2025,0.612,3.61
11-06 15:00,iceland 3. deild,kari,kfg gardabaer,47.0,14.0,39.0,12,4.4,4.3,1.5,2:0,2,0,2.068,0.602,15.21
11-06 15:00,paraguay segunda division,atyra fc,sp. san lorenzo,9.0,49.0,42.0,X2,6.2,3.95,1.42,1:0,1,0,0.558,1.9355,17.64
11-06 16:00,finland kakkonen,rovaniemen palloseura,vifk,58.0,18.0,24.0,1,2.41,3.3,2.44,2:2,2,2,1.3978,0.594,5.76
11-06 16:00,poland 3rd liga,ks ursus warszawa,bron radom,55.0,19.0,26.0,1,2.7,3.25,2.28,0:2,0,2,1.485,0.6175,6.76
11-06 16:00,poland 3rd liga,mkp kotwica kolobrzeg,kp starogard gdanski,50.0,20.0,30.0,12,1.19,5.2,11.0,3:0,3,0,0.595,1.04,9.0
11-06 16:00,poland 3rd liga,olimpia grudziadz,ks stolem gniewino,49.0,11.0,40.0,12,1.22,5.4,9.0,7:1,7,1,0.5978,0.594,16.0
11-06 16:00,poland 3rd liga,chelmianka chelm,ks tomasovia tomaszow lubelski,52.0,10.0,38.0,12,1.14,6.0,13.0,4:1,4,1,0.5928,0.6,14.44
11-06 16:00,poland 3rd liga,mks podlasie biala podlaska,kszo ostrowiec swietokrzyski,19.0,21.0,60.0,2,4.5,5.0,1.43,5:1,5,1,0.855,1.05,36.0
11-06 16:00,"international afc asian cup, qualifiers",afghanistan,india,16.0,24.0,60.0,2,3.85,3.1,1.93,1:2,1,2,0.616,0.744,36.0
11-06 16:45,algeria ligue 1,rc arbaa,js saoura,49.0,16.0,35.0,12,4.0,3.7,1.7,1:2,1,2,1.96,0.592,12.25
11-06 16:45,algeria ligue 1,cs constantine,aso chlef,61.0,25.0,15.0,1,1.78,3.35,4.0,2:0,2,0,1.0858,0.8375,2.25
11-06 16:45,algeria ligue 1,paradou ac,js kabylie,20.0,42.0,38.0,X2,3.05,2.8,2.35,0:0,0,0,0.61,1.176,14.44
11-06 16:45,algeria ligue 1,wa tlemcen,cr belouizdad,35.0,11.0,54.0,12,28.0,5.8,1.11,0:2,0,2,9.8,0.638,29.16
11-06 17:00,uefa nations league,ireland,scotland,30.0,32.0,37.0,none,2.85,2.95,2.75,3:0,3,0,0.855,0.944,13.69
11-06 17:00,uefa nations league,faroe islands,lithuania,34.0,46.0,20.0,1X,2.5,3.0,3.15,2:1,2,1,0.85,1.38,4.0
11-06 17:00,"european championship u21 ec, qualification",wales,netherlands,23.0,29.0,48.0,X2,9.6,5.0,1.27,0:1,0,1,2.208,1.45,23.04
11-06 19:00,argentina primera b nacional,instituto ac cordoba,atletico rafaela,60.0,27.0,12.0,1,1.7,3.2,5.0,0:0,0,0,1.02,0.864,1.44
11-06 19:00,"european championship u21 ec, qualification",gibraltar,bulgaria,20.0,13.0,67.0,2,40.0,10.0,1.03,1:1,1,1,8.0,1.3,44.89
11-06 19:00,"brazil campeonato brasileiro a2, women",fortaleza ec ce,uda al,41.0,25.0,34.0,12,1.46,4.2,5.2,0:0,0,0,0.5986,1.05,11.56
11-06 19:30,"argentina primera division, torneo inicial",arsenal de sarandi,ca banfield,22.0,46.0,32.0,X2,2.7,2.85,2.6,0:0,0,0,0.594,1.311,10.24
11-06 19:30,"argentina primera division, torneo inicial",ca tigre,barracas central,41.0,33.0,27.0,1X,1.49,3.85,6.0,1:1,1,1,0.6109,1.2705,7.29
11-06 19:45,uefa nations league,hungary,germany,13.0,27.0,60.0,2,7.4,4.9,1.41,1:1,1,1,0.962,1.323,36.0
11-06 19:45,uefa nations league,england,italy,33.0,42.0,25.0,1X,1.89,3.25,4.6,0:0,0,0,0.6237,1.365,6.25
11-06 19:45,uefa nations league,netherlands,poland,72.0,12.0,16.0,1,1.35,5.2,8.8,2:2,2,2,0.972,0.624,2.56
11-06 19:45,uefa nations league,wales,belgium,15.0,28.0,57.0,2,4.3,3.7,1.82,1:1,1,1,0.645,1.036,32.49
11-06 19:45,uefa nations league,montenegro,bosnia and herzegovina,26.0,38.0,37.0,X2,3.2,3.0,2.46,1:1,1,1,0.832,1.14,13.69
11-06 19:45,uefa nations league,romania,finland,35.0,46.0,19.0,1X,2.35,3.05,3.35,1:0,1,0,0.8225,1.403,3.61
11-06 20:00,spain segunda division,girona,teneriffa,42.0,21.0,38.0,12,2.02,2.95,4.0,0:0,0,0,0.8484,0.6195,14.44
11-06 20:15,"european championship u21 ec, qualification",portugal,greece,50.0,16.0,33.0,12,1.23,5.6,11.0,2:1,2,1,0.615,0.896,10.89
11-06 20:15,"european championship u21 ec, qualification",iceland,cyprus,56.0,20.0,24.0,1,1.3,5.0,8.4,5:0,5,0,0.728,1.0,5.76
11-06 20:30,brazil brasileiro serie a,sc corinthians sp,ec juventude rs,49.0,26.0,25.0,1X,1.73,3.25,5.2,2:0,2,0,0.8477,0.845,6.25
11-06 20:30,brazil brasileiro serie b,cr brasil al,vila nova fc go,25.0,55.0,20.0,X,2.46,2.8,3.05,1:0,1,0,0.615,1.54,4.0
11-06 20:30,brazil brasileiro serie d,porto velho ec/ro,sao raimundo ec rr,42.0,37.0,21.0,1X,2.28,2.8,2.8,0:1,0,1,0.9576,1.036,4.41
11-06 21:00,international concacaf nations league,"virgin islands, u.s.",bonaire,35.0,36.0,29.0,1X,3.15,3.1,2.08,0:2,0,2,1.1025,1.116,8.41
