date_match,ligue_name,home_team,away_team,chance_home,chance_draw,chance_away,tips,home_odds,draw_odds,away_odds,final_result,goal_result_home,goal_result_away,value_home,value_draw,value_away
13-06 19:30,argentina primera b metropolitana,club atletico fenix,ca san miguel,25.0,33.0,42.0,X2,2.4,2.9,2.95,1:2,1,2,0.6,0.957,17.64
13-06 19:45,"european championship u21 ec, qualification",england,slovenia,51.0,37.0,12.0,1X,1.3,5.0,8.0,1:2,1,2,0.663,1.85,1.44
13-06 19:45,uefa nations league,france,croatia,63.0,19.0,18.0,1,1.5,4.4,6.4,0:1,0,1,0.945,0.836,3.24
13-06 19:45,uefa nations league,denmark,austria,68.0,18.0,15.0,1,1.85,3.55,4.4,2:0,2,0,1.258,0.639,2.25
13-06 19:45,uefa nations league,iceland,israel,26.0,45.0,28.0,X2,2.7,3.25,2.7,2:2,2,2,0.702,1.4625,7.84
13-06 20:00,"international africa cup of nations, qualification",liberia,morocco,13.0,12.0,75.0,2,28.0,7.4,1.07,0:2,0,2,3.64,0.888,56.25
13-06 21:45,"brazil campeonato brasileiro, women",sao paulo fc sp,se palmeiras sp,20.0,41.0,39.0,X2,3.0,3.25,2.05,2:1,2,1,0.6,1.3325,15.21
13-06 22:00,"paraguay primera division, apertura",nacional asuncion,tacuary asuncion,42.0,36.0,22.0,1X,1.94,3.15,3.75,3:0,3,0,0.8148,1.134,4.84
13-06 22:00,paraguay segunda division,independiente fbc,rubio nu,34.0,50.0,16.0,1X,1.9,2.95,3.75,2:1,2,1,0.646,1.475,2.56
13-06 22:30,argentina primera b nacional,agropecuario argentino,guillermo brown,38.0,29.0,33.0,none,2.05,2.9,3.75,1:1,1,1,0.779,0.841,10.89
