date_match,ligue_name,home_team,away_team,chance_home,chance_draw,chance_away,tips,home_odds,draw_odds,away_odds,final_result,goal_result_home,goal_result_away,value_home,value_draw,value_away
12-06 14:00,germany amateur oberliga mittelrhein,vfl vichttal,spvg frechen 20,31.0,15.0,54.0,12,1.91,3.85,2.9,0:4,0,4,0.5921,0.5775,29.16
12-06 15:00,paraguay segunda division,deportivo santani,club guarani de trinidad,32.0,20.0,48.0,12,1.84,3.0,4.1,2:4,2,4,0.5888,0.6,23.04
12-06 16:00,"european championship u21 ec, qualification",armenia,ukraine,21.0,17.0,62.0,2,15.0,7.0,1.14,0:2,0,2,3.15,1.19,38.44
12-06 17:00,"argentina primera division, torneo inicial",colon de santa fe,union de santa fe,39.0,43.0,19.0,1X,2.18,2.95,3.3,2:2,2,2,0.8502,1.2685,3.61
12-06 17:00,uefa nations league,georgia,bulgaria,62.0,23.0,15.0,1,1.61,3.8,6.0,0:0,0,0,0.9982,0.874,2.25
12-06 17:00,uefa nations league,north macedonia,gibraltar,68.0,20.0,12.0,1,1.08,11.0,30.0,4:0,4,0,0.7344,2.2,1.44
12-06 17:00,uefa nations league,norway,sweden,42.0,38.0,21.0,1X,2.0,3.35,3.95,3:2,3,2,0.84,1.273,4.41
12-06 17:00,international toulon tournament,france,venezuela,66.0,22.0,12.0,1,1.55,3.95,5.0,2:1,2,1,1.023,0.869,1.44
12-06 18:00,argentina primera b nacional,mitre santiago del estero,ca estudiantes,49.0,29.0,23.0,1X,2.75,2.75,2.65,2:0,2,0,1.3475,0.7975,5.29
12-06 18:00,ecuador copa ecuador,club leones del norte,sd aucas,43.0,15.0,42.0,12,6.6,3.85,1.41,1:4,1,4,2.838,0.5775,17.64
12-06 18:05,argentina primera b nacional,deportivo madryn,ca belgrano,49.0,24.0,27.0,12,3.3,2.85,2.25,1:1,1,1,1.617,0.684,7.29
12-06 19:00,argentina primera b nacional,cd maipu,san telmo,38.0,17.0,45.0,12,1.6,3.65,5.0,2:0,2,0,0.608,0.6205,20.25
12-06 19:00,argentina torneo federal a,club circulo deportivo,villa mitre de bahia blanca,47.0,21.0,32.0,12,4.3,2.85,1.83,1:0,1,0,2.021,0.5985,10.24
12-06 19:00,brazil u20 paulista 1st division,independente fc sp,desportivo brasil sp,39.0,10.0,51.0,12,10.0,5.6,1.14,0:5,0,5,3.9,0.56,26.01
12-06 19:30,argentina primera b nacional,deportivo moron,club villa dalmine,29.0,55.0,16.0,X,2.06,2.85,3.8,1:0,1,0,0.5974,1.5675,2.56
12-06 19:30,"argentina primera c, apertura",berazategui,cscd laferrere,27.0,55.0,18.0,X,2.22,2.8,3.3,2:0,2,0,0.5994,1.54,3.24
12-06 19:45,uefa nations league,switzerland,portugal,19.0,35.0,47.0,X2,3.4,3.5,2.12,1:0,1,0,0.646,1.225,22.09
12-06 19:45,uefa nations league,spain,czech republic,60.0,22.0,17.0,1,1.29,5.6,10.0,2:0,2,0,0.774,1.232,2.89
12-06 19:45,uefa nations league,greece,kosovo,53.0,26.0,20.0,1X,1.73,3.55,5.2,2:0,2,0,0.9169,0.923,4.0
12-06 19:45,uefa nations league,slovenia,serbia,18.0,33.0,49.0,X2,4.5,3.55,1.84,2:2,2,2,0.81,1.1715,24.01
12-06 19:45,uefa nations league,malta,san marino,73.0,8.0,19.0,1,1.12,8.0,28.0,1:0,1,0,0.8176,0.64,3.61
12-06 20:15,italy serie c,fc palermo,calcio padova,36.0,43.0,21.0,1X,2.3,2.85,2.9,1:0,1,0,0.828,1.2255,4.41
