date_match,ligue_name,home_team,away_team,chance_home,chance_draw,chance_away,tips,home_odds,draw_odds,away_odds,final_result,goal_result_home,goal_result_away,value_home,value_draw,value_away
01-05 15:30,switzerland super league,fc basel,fc zürich,32.0,40.0,29.0,1X,2.33,3.65,2.7,0:2,0,2,0.7456,1.46,8.41
01-05 16:05,france ligue 1,girondins bordeaux,ogc nice,40.0,17.0,42.0,12,3.55,3.6,2.0,0:1,0,1,1.42,0.612,17.64
01-05 16:30,england premier league,west ham united,arsenal,34.0,23.0,43.0,12,4.5,3.85,1.76,1:2,1,2,1.53,0.8855,18.49
01-05 16:30,poland ekstraklasa,mks cracovia krakow,wisla krakow,33.0,36.0,32.0,none,2.55,3.25,2.7,0:0,0,0,0.8415,1.17,10.24
01-05 17:00,bulgaria parva liga,pfc slavia sofia,cherno more varna,26.0,30.0,44.0,X2,3.7,2.95,2.09,1:1,1,1,0.962,0.885,19.36
01-05 17:00,denmark superligaen,fc midtjylland,fc copenhagen,32.0,44.0,24.0,1X,2.6,3.3,2.55,0:0,0,0,0.832,1.452,5.76
01-05 17:00,greece super league,panathinaikos,aris thessaloniki,31.0,46.0,23.0,1X,2.0,2.9,4.1,1:0,1,0,0.62,1.334,5.29
01-05 17:00,italy serie a,udinese calcio,inter mailand,15.0,27.0,59.0,2,5.8,4.6,1.5,1:2,1,2,0.87,1.242,34.81
01-05 17:30,spain primera division,rayo vallecano,real sociedad,24.0,42.0,34.0,X2,3.4,3.1,2.25,1:1,1,1,0.816,1.302,11.56
01-05 18:15,israel premier league,maccabi netanya fc,hapoel be`er sheva fc,48.0,26.0,25.0,1X,2.95,2.95,2.37,3:0,3,0,1.416,0.767,6.25
01-05 18:30,turkey super lig,galatasaray istanbul,sivasspor,49.0,26.0,24.0,1X,1.88,3.45,3.9,2:3,2,3,0.9212,0.897,5.76
01-05 19:00,greece super league,paok saloniki,aek athen,27.0,37.0,35.0,X2,2.21,3.0,3.25,1:1,1,1,0.5967,1.11,12.25
01-05 19:00,slovakia superliga,sk slovan bratislava,fc spartak trnava,65.0,19.0,16.0,1,1.92,3.3,3.8,1:0,1,0,1.248,0.627,2.56
01-05 19:00,netherlands eredivisie,rkc waalwijk,fc groningen,34.0,42.0,24.0,1X,2.75,3.1,2.55,3:1,3,1,0.935,1.302,5.76
01-05 19:30,romania liga i,cfr cluj,fc farul constanta,71.0,15.0,14.0,1,1.39,3.95,8.0,1:0,1,0,0.9869,0.5925,1.96
01-05 19:45,france ligue 1,olympique marseille,olympique lyon,44.0,18.0,38.0,12,2.3,3.5,2.95,0:3,0,3,1.012,0.63,14.44
01-05 19:45,italy serie a,as roma,bologna,43.0,19.0,39.0,12,1.48,4.6,6.0,0:0,0,0,0.6364,0.874,15.21
01-05 20:00,spain primera division,fc barcelona,rcd mallorca,56.0,20.0,24.0,1,1.3,5.6,8.8,2:1,2,1,0.728,1.12,5.76
01-05 20:15,iceland urvalsdeild,breidablik kopavogur,fh hafnarfjordur,57.0,15.0,28.0,1,1.64,3.9,4.0,3:0,3,0,0.9348,0.585,7.84
01-05 20:30,egypt premier league,eastern company sc,zamalek sc,17.0,13.0,70.0,2,9.6,4.5,1.28,1:2,1,2,1.632,0.585,49.0
01-05 22:00,brazil copa do brasil,aa altos pi,cr flamengo/rj,37.0,9.0,53.0,12,15.0,6.4,1.12,1:2,1,2,5.55,0.576,28.09
